avatar_url,first_name,followers_count,full_name,id,kind,last_modified,last_name,permalink,permalink_url,uri,urn,username,verified,city,country_code,badges,station_urn,station_permalink
https://i1.sndcdn.com/avatars-000009226459-ud36ll-large.jpg,Trey,34,Trey Andrews,79190,user,2012-01-19T00:20:09Z,Andrews,longfellowstreet,https://soundcloud.com/longfellowstreet,https://api.soundcloud.com/users/79190,soundcloud:users:79190,Longfellow Street,False,"Norfolk, VA",US,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:79190,artist-stations:79190
https://a1.sndcdn.com/images/default_avatar_large.png,,0,,73721,user,2009-03-08T19:24:20Z,,slowasdawind,https://soundcloud.com/slowasdawind,https://api.soundcloud.com/users/73721,soundcloud:users:73721,Slowasdawind,False,Chicago,US,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:73721,artist-stations:73721
https://i1.sndcdn.com/avatars-000009226459-ud36ll-large.jpg,Trey,34,Trey Andrews,79190,user,2012-01-19T00:20:09Z,Andrews,longfellowstreet,https://soundcloud.com/longfellowstreet,https://api.soundcloud.com/users/79190,soundcloud:users:79190,Longfellow Street,False,"Norfolk, VA",US,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:79190,artist-stations:79190
https://i1.sndcdn.com/avatars-000000341380-de4a25-large.jpg,Nightology,101,Nightology Records,79387,user,2009-06-26T13:02:16Z,Records,nightology-records-3,https://soundcloud.com/nightology-records-3,https://api.soundcloud.com/users/79387,soundcloud:users:79387,Nightology. Records,False,Copenhagen,DK,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:79387,artist-stations:79387
https://a1.sndcdn.com/images/default_avatar_large.png,,0,,73721,user,2009-03-08T19:24:20Z,,slowasdawind,https://soundcloud.com/slowasdawind,https://api.soundcloud.com/users/73721,soundcloud:users:73721,Slowasdawind,False,Chicago,US,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:73721,artist-stations:73721
https://i1.sndcdn.com/avatars-000000341380-de4a25-large.jpg,Nightology,101,Nightology Records,79387,user,2009-06-26T13:02:16Z,Records,nightology-records-3,https://soundcloud.com/nightology-records-3,https://api.soundcloud.com/users/79387,soundcloud:users:79387,Nightology. Records,False,Copenhagen,DK,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:79387,artist-stations:79387
https://i1.sndcdn.com/avatars-000001845454-5gyddu-large.jpg,Brent,24,Brent J,63640,user,2015-09-06T06:01:55Z,J,_brent_,https://soundcloud.com/_brent_,https://api.soundcloud.com/users/63640,soundcloud:users:63640,_brent_,False,San Francisco,US,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:63640,artist-stations:63640
https://i1.sndcdn.com/avatars-000060196119-scqpxr-large.jpg,Eric,387,Eric Stil,9353353,user,2015-08-22T13:23:43Z,Stil,eric-stil,https://soundcloud.com/eric-stil,https://api.soundcloud.com/users/9353353,soundcloud:users:9353353,eric stil,False,Paris,FR,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:9353353,artist-stations:9353353
https://i1.sndcdn.com/avatars-000125554526-2hqvuw-large.jpg,,143,,79492,user,2017-03-31T13:30:58Z,,sectaboom,https://soundcloud.com/sectaboom,https://api.soundcloud.com/users/79492,soundcloud:users:79492,Secta Boom,False,,,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:79492,artist-stations:79492
https://i1.sndcdn.com/avatars-000039074316-ivk9t0-large.jpg,Ashley,492,Ashley Roberts,79666,user,2016-03-06T14:47:17Z,Roberts,fazed-music,https://soundcloud.com/fazed-music,https://api.soundcloud.com/users/79666,soundcloud:users:79666,Fazed Music,False,Higham Ferrers,GB,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:79666,artist-stations:79666
https://a1.sndcdn.com/images/default_avatar_large.png,Bruce,54,Bruce Lucius,79615,user,2020-10-31T11:21:53Z,Lucius,xylojones,https://soundcloud.com/xylojones,https://api.soundcloud.com/users/79615,soundcloud:users:79615,.xylojones,False,Chicago,US,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:79615,artist-stations:79615
https://a1.sndcdn.com/images/default_avatar_large.png,,0,,79219,user,2009-03-03T02:00:15Z,,salvatore-di-matteo,https://soundcloud.com/salvatore-di-matteo,https://api.soundcloud.com/users/79219,soundcloud:users:79219,salvatore di matteo,False,,,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:79219,artist-stations:79219
https://i1.sndcdn.com/avatars-000000340996-11087e-large.jpg,,2,,79318,user,2010-03-11T02:28:08Z,,kangaroonervoussystem,https://soundcloud.com/kangaroonervoussystem,https://api.soundcloud.com/users/79318,soundcloud:users:79318,kangaroonervoussystem,False,Los Angeles,US,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:79318,artist-stations:79318
https://i1.sndcdn.com/avatars-000000756052-ex626z-large.jpg,,3,,78809,user,2009-11-17T08:55:35Z,,28-i-leave,https://soundcloud.com/28-i-leave,https://api.soundcloud.com/users/78809,soundcloud:users:78809,28 (i leave),False,,,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:78809,artist-stations:78809
https://i1.sndcdn.com/avatars-000000756052-ex626z-large.jpg,,3,,78809,user,2009-11-17T08:55:35Z,,28-i-leave,https://soundcloud.com/28-i-leave,https://api.soundcloud.com/users/78809,soundcloud:users:78809,28 (i leave),False,,,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:78809,artist-stations:78809
https://i1.sndcdn.com/avatars-000000340996-11087e-large.jpg,,2,,79318,user,2010-03-11T02:28:08Z,,kangaroonervoussystem,https://soundcloud.com/kangaroonervoussystem,https://api.soundcloud.com/users/79318,soundcloud:users:79318,kangaroonervoussystem,False,Los Angeles,US,"{'pro': False, 'pro_unlimited': False, 'verified': False}",soundcloud:system-playlists:artist-stations:79318,artist-stations:79318
